team,player,club,club_country,club_with_country,position,date_of_birth,age,age_as_of,age_source,age_source_url,fc26_ovr,rating_source,rating_confidence,notes,source_url,rating_url,headshot_url,last_verified_at
DR Congo,Cédric Bakambu,Real Betis,Spain,Real Betis [Spain],FW,1991-04-11,35,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/cedric-bakambu-198951,75,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/cedric-bakambu-198951,https://www.fcratings.com/assets/images/post/198951.png,2026-06-26
DR Congo,Arthur Masuaku,Lens,France,Lens [France],DF,1993-11-07,32,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/arthur-masuaku-212491,75,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/arthur-masuaku-212491,https://www.fcratings.com/assets/images/post/212491.png,2026-06-26
DR Congo,Matthieu Epolo,Standard Liège,Belgium (civil),Standard Liège [Belgium (civil)],GK,2005-01-15,21,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/matthieu-epolo-262265,75,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/matthieu-epolo-262265,https://www.fcratings.com/assets/images/post/262265.png,2026-06-26
DR Congo,Joris Kayembe,Genk,Belgium (civil),Genk [Belgium (civil)],DF,1994-08-08,31,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/joris-kayembe-222875,74,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a final-squad depth option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/joris-kayembe-222875,https://www.fcratings.com/assets/images/post/222875.png,2026-06-26
DR Congo,Ngal'ayel Mukau,Lille,France,Lille [France],MF,2004-11-03,21,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/ngalayel-mukau-274447,74,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a final-squad depth option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/ngalayel-mukau-274447,https://www.fcratings.com/assets/images/post/274447.png,2026-06-26
DR Congo,Axel Tuanzebe,Burnley,England,Burnley [England],DF,1997-11-14,28,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/axel-tuanzebe-231485,73,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a final-squad depth option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/axel-tuanzebe-231485,https://www.fcratings.com/assets/images/post/231485.png,2026-06-26
DR Congo,Brian Cipenga,Castellón,Spain,Castellón [Spain],FW,1998-03-11,28,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/brian-cipenga-73317,73,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a final-squad depth option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/brian-cipenga-73317,https://www.fcratings.com/assets/images/post/73317.png,2026-06-26
DR Congo,Edo Kayembe,Watford,England,Watford [England],MF,1998-06-03,28,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/edo-kayembe-242217,71,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a final-squad depth option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/edo-kayembe-242217,https://www.fcratings.com/assets/images/post/242217.png,2026-06-26
DR Congo,Charles Pickel,Espanyol,Spain,Espanyol [Spain],MF,1997-05-15,29,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/charles-pickel-233884,70,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a final-squad depth option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/charles-pickel-233884,https://www.fcratings.com/assets/images/post/233884.png,2026-06-26
DR Congo,Lionel Mpasi,Le Havre,France,Le Havre [France],GK,1994-08-01,31,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/lionel-mpasi-223150,70,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a final-squad depth option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/lionel-mpasi-223150,https://www.fcratings.com/assets/images/post/223150.png,2026-06-26
DR Congo,Nathanaël Mbuku,Montpellier,France,Montpellier [France],MF,2002-03-16,24,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/nathanael-mbuku-253036,70,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a final-squad depth option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/nathanael-mbuku-253036,https://www.fcratings.com/assets/images/post/253036.png,2026-06-26
Uzbekistan,Abdukodir Khusanov,Manchester City,England,Manchester City [England],DF,2004-02-29,22,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/abdukodir-khusanov-277031,80,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a strong rated squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/abdukodir-khusanov-277031,https://www.fcratings.com/assets/images/post/277031.png,2026-06-26
Uzbekistan,Eldor Shomurodov ( captain ),İstanbul Başakşehir,Turkey,İstanbul Başakşehir [Turkey],FW,1995-06-29,30,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/eldor-shomurodov-239964,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Uzbekistan,Otabek Shukurov,Baniyas,United Arab Emirates,Baniyas [United Arab Emirates],MF,1996-06-22,30,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Otabek_Shukurov,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Uzbekistan,Igor Sergeev,Persepolis,Iran,Persepolis [Iran],FW,1993-04-30,33,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Igor_Sergeev,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Uzbekistan,Odiljon Hamrobekov,Tractor,Iran,Tractor [Iran],MF,1996-02-13,30,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Odiljon_Hamrobekov,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Uzbekistan,Rustam Ashurmatov,Esteghlal,Iran,Esteghlal [Iran],DF,1996-07-07,29,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Rustam_Ashurmatov,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Uzbekistan,Farrukh Sayfiev,Neftchi Fergana,Uzbekistan,Neftchi Fergana [Uzbekistan],DF,1991-01-17,35,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Farrukh_Sayfiev,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Uzbekistan,Oston Urunov,Persepolis,Iran,Persepolis [Iran],MF,2000-12-19,25,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Oston_Urunov,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Uzbekistan,Khojiakbar Alijonov,Pakhtakor,Uzbekistan,Pakhtakor [Uzbekistan],DF,1997-04-19,29,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Khojiakbar_Alijonov,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Uzbekistan,Utkir Yusupov,Navbahor Namangan,Uzbekistan,Navbahor Namangan [Uzbekistan],GK,1991-01-04,35,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Utkir_Yusupov,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Uzbekistan,Jamshid Iskanderov,Neftchi Fergana,Uzbekistan,Neftchi Fergana [Uzbekistan],MF,1993-10-16,32,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Jamshid_Iskanderov,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Uzbekistan,Dostonbek Khamdamov,Pakhtakor,Uzbekistan,Pakhtakor [Uzbekistan],MF,1996-07-24,29,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Dostonbek_Khamdamov,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Uzbekistan,Abbosbek Fayzullaev,İstanbul Başakşehir,Turkey,İstanbul Başakşehir [Turkey],MF,2003-10-03,22,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Abbosbek_Fayzullaev,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Uzbekistan,Sherzod Nasrullaev,Nasaf,Uzbekistan,Nasaf [Uzbekistan],DF,1998-07-23,27,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Sherzod_Nasrullaev,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Uzbekistan,Umar Eshmurodov,Nasaf,Uzbekistan,Nasaf [Uzbekistan],DF,1992-11-30,33,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Umar_Eshmurodov,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Colombia,Luis Díaz,Bayern Munich,Germany,Bayern Munich [Germany],FW,1997-01-13,29,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/luis-diaz-241084,87,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as one of the team's highest-profile FC 26 players for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/luis-diaz-241084,https://www.fcratings.com/assets/images/post/241084.png,2026-06-26
Colombia,Cucho Hernández,Real Betis,Spain,Real Betis [Spain],FW,1997-10-06,28,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/theo-hernandez-232656,84,third_party_fc_database,low,Final-squad seed row from the 2026 World Cup squads page; selected as a strong rated squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/theo-hernandez-232656,https://www.fcratings.com/assets/images/post/232656.png,2026-06-26
Colombia,Daniel Muñoz,Crystal Palace,England,Crystal Palace [England],DF,1996-05-26,30,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/daniel-munoz-237646,82,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a strong rated squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/daniel-munoz-237646,https://www.fcratings.com/assets/images/post/237646.png,2026-06-26
Colombia,Davinson Sánchez,Galatasaray,Turkey,Galatasaray [Turkey],DF,1996-06-12,30,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/davinson-sanchez-220793,81,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a strong rated squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/davinson-sanchez-220793,https://www.fcratings.com/assets/images/post/220793.png,2026-06-26
Colombia,Richard Ríos,Benfica,Portugal (official),Benfica [Portugal (official)],MF,2000-06-02,26,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/richard-rios-262881,78,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/richard-rios-262881,https://www.fcratings.com/assets/images/post/262881.png,2026-06-26
Colombia,Luis Suárez,Sporting CP,Portugal (official),Sporting CP [Portugal (official)],FW,1987-01-24,39,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/luis-suarez-176580,78,third_party_fc_database,low,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/luis-suarez-176580,https://www.fcratings.com/assets/images/post/176580.png,2026-06-26
Colombia,Jefferson Lerma,Crystal Palace,England,Crystal Palace [England],MF,1994-10-25,31,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/jefferson-lerma-213991,77,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/jefferson-lerma-213991,https://www.fcratings.com/assets/images/post/213991.png,2026-06-26
Colombia,Juan Fernando Quintero,River Plate,Argentina,River Plate [Argentina],MF,1993-01-18,33,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/juan-fernando-quintero-210513,77,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/juan-fernando-quintero-210513,https://www.fcratings.com/assets/images/post/210513.png,2026-06-26
Colombia,Johan Mojica,Mallorca,Spain,Mallorca [Spain],DF,1992-08-21,33,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/johan-mojica-214026,77,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/johan-mojica-214026,https://www.fcratings.com/assets/images/post/214026.png,2026-06-26
Colombia,Jhon Arias,Palmeiras,Brazil,Palmeiras [Brazil],MF,1997-09-21,28,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/jhon-arias-241602,77,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/jhon-arias-241602,https://www.fcratings.com/assets/images/post/241602.png,2026-06-26
